name,location,date,description,phone,category,image
포천 산정호수 명성산 억새꽃축제,경기도 포천시,2024. 10. 11. ~ 10. 27.,"매년 가을 포천 명성산 억새군락지에서 펼쳐지는 억새꽃축제이다. 
명성산(해발 923m)에서는 매년 15만㎡의 넓은 벌판에 10월 중순에서 11월 초까지 만개한 억새꽃이 바람과 함께 춤추는 장관이 펼쳐진다.
10월 11일(금)부터 27일(일)까지 포천을 대표하는 가을 축제인 제27회 포천 산정호수 명성산 억새꽃 축제가 명성산 억새군락지 및 산정호수 일원에서 개최된다. 자연과 문화예술이 결합된 친환경, 감성형 축제의 콘셉트에 맞게 1년 후에 받는 편지-빨간 우체통, 억새 소원 빌기-억새게 운 좋은날, 산정호수 및 억새꽃 인생사진관 등의 다양한 프로그램이 운영될 예정이다.",031-535-5012,꽃,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728002994394.jpg
이천인삼축제,경기도 이천시,2024. 10. 25. ~ 10. 27. | 10:00~17:00,"국내 최대의 인삼생산인 이천에서 키운 명품인삼을 널리 알리기 위해 2015년부터 시작된 행사로, 이천인삼의 건강한 기운을 나눔은 물론, 체험행사, 풍성한 볼거리, 즐길거리가 준비되어 있다.",031-635-2429,먹거리,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1696984521525.png
연천율무축제,경기도 연천군,2024. 10. 25. ~ 10. 27. | 10:00~17:00,"“연천율무 축제(농특산물 큰 장터)”는 시골 농부의 넉넉한 인심을 담아 남쪽의 비옥한 토지와 북쪽의 깨끗한 물에서 정성으로 생산된 연천의 청정 먹거리를 저렴한 가격에 구입할 수 있다. 또한 농경문화체험, 전시, 공연 및 먹거리가 한데 어우러져 있어 시골장터의 흥겨운 분위기를 느낄 수 있다.",031-839-2314,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728521544535.jpg
사천에어쇼,경상남도 사천시,2024. 10. 24. ~ 10. 27. | 09:00 ~ 17:00,"2024 사천 에어쇼가 10월 24일(목)부터 10월 27일(일)까지 개최된다. 경남 사천은 대한민국 최초의 항공기인 부활호를 제작하고 운용한 발원지로, 국내 유일의 항공기 자체 생산 및 수출 기업인 한국항공우주산업(주)과 다수의 우주항공산업체들이 활동하는 우주항공산업의 중심도시다. 이번 에어쇼에서는 무료 체험 비행, 블랙이글스 에어쇼, 호주 폴 베넷의 곡예비행 에어쇼, 전투기 가상(VR) 체험, 드론 체험, 항공기 지상 전시, 수출상담회 등 우주항공 산업과 관련된 다양한 행사가 진행될 예정이다.",055-831-2061,문화,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1696384571433.jpg
부산민속예술제,부산시 부산진구,2024. 10. 26. ~ 10. 27. | 11:00~17:00,"역사도시 부산 문화유산의 우수성을 널리 알리고, 시민들에게 전통민속문화 향유기회를 제공하고자 「부산민속예술제」가 매년 가을 개최된다. 문화유산을 기반으로 한 시민참여형 축제로부산지역 무형문화재뿐만 아니라 타시도 무형문화재를 초청하여 공연 및 체험교실을 연다. 다양한 체험과 놀이를 즐기다 보면 자연스럽게 문화유산과 가까워진다.",051-717-2641,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1727314416077.jpg
곡성심청어린이대축제,전라남도 곡성군,2024. 10. 24. ~ 10. 27.,"매년 10월, 곡성 섬진강기차마을에서 어린이를 동반한 가족들을 위해 어린이 눈높이에 맞춘 축제를 개최한다. 인기 캐릭터 싱어롱쇼와 어린이 연극, 마술, 각종 체험 프로그램을 즐기고 경품 이벤트도 참여 할 수 있다.",061-360-8471,가족,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1695775381136.jpg
부산고등어축제,부산시 서구,2024. 10. 25. ~ 10. 27. | 10:00~21:00,"부산고등어축제는 송도용궁구름다리, 송도구름산책로, 송도해상케이블카 등 다양한 관광 자원을 보유한 대한민국 제1호 공설해수욕장이자 대한민국 핫 플레이스로 각광받고 있는 송도해수욕장에서 2008년부터 매년 10월 중에 개최되고 있다.연근해에서 생산되는 고등어의 90% 가량을 어획하고 있는 대형선망수협과 전국 고등어 물량의 80%가 거래되고 있는 부산공동어시장이 소재한 지역 특성을 활용하여 먹거리, 문화예술, 관광자원과 연계한 축제의 관광 상품화를 통해 지역 경제 활성화와 관광산업 육성의 시너지 효과를 창출하고자 기획되었다. 

국민생선 고등어를 테마로 수산업 관계자와 지역 주민이 함께 기획하고 참여·홍보함으로써 단순한 먹거리 축제가 아닌 볼거리, 즐길거리가 있는 문화예술축제이자 수산 관련 산업을 육성·발전시키는 축제이다. 대표 프로그램인 부산공동어시장 현장체험, 맨손 고등어 잡기, 고등어 깜짝 경매를 비롯한 카약타고 고등어 찾기, 고등어 요리왕을 찾아라, 고등어맨 종이배 경주대회, 수산기업홍보관, 고등어 먹거리장터 등 독특하고 참신한 체험·투어·전시·경연·공연 프로그램을 운영한다.",051-231-4085,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1727315090202.jpg
경산대추축제 & 농산물한마당,경상북도 경산시,2024. 10. 25. ~ 10. 27. | 10:00~19:00,"2006년부터 시작된 경산대추축제는 대한민국 대추 생산 1위를 자랑하는 경산의 대표 농산물로서 경산대추의 우수성과 품질을 확인할 수 있다. 대추 깜짝 이벤트와 각종 공연, 인기가수 공연이 함께한다.",053-811-2538,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1727314697113.jpg
양재 아트 살롱,서울시 서초구,2024. 10. 5. ~ 10. 27. | 매주 토요일 11:00 ~ 21:00,"양재천길 수변무대에서 이루어지는 매주 다양한 장르의 특별공연과 거리 노래방, 산책로를 거닐며 나의 취향을 찾아 둘러볼 수 있는 수공예품 플리마켓, 잔디광장의 해치와 함께하는 달빛 놀이터에서 영수증 사진 찍기등 다양한 체험, 영동1교 하부에서 개성 넘치는 푸드트럭까지 즐길 수 있다. 소상공인들과 작가, 지역주민, 방문객 모두에게 가치 있는 콘텐츠들로 가득하고 매주 다양한 프로그램으로 양재의 힙한 매력을 느낄 수 있다.",02-6952-6260,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1713919154327.png
문경사과축제,경상북도 문경시,2024. 10. 19. ~ 10. 27. | 09:00~18:00,"문경은 중산간 지역으로 밤낮의 높은 일교차와 비옥한 토질, 청정자연환경에서 재배되어 육질이 단단하고 향이 짙으며 당도가 높은 꿀사과이다.문경사과 농가는 맛있고 안전한 사과를 생산하기 위하여 기술교육을 이수하였다. 문경사과축제는 평균 당도 16.5브릭스로 맛과 향에서 전국 최고를 자랑하는 국가대표 명품 문경감홍사과를 주제로 한 이벤트 행사 및 홍보·판매행사를 진행하여 문경감홍사과의 우수성을 소비자들에게 널리 홍보하고, 온라인 스토어를 운영하여 직접 축제장을 찾을 수 없는 소비자에게 문경 사과를 구입할 수 있는 기회를 마련하는 축제이다.",054-571-7677,먹거리,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1726712209999.jpg
강릉커피축제,강원도 강릉시,2024. 10. 24. ~ 10. 27. | 10:00~22:00,"강원도 강릉은 한국에서 유일하게 차문화유적지가 남아있는 도시이자 유명 바리스타들이 자리를 잡고 활동하고 있는 한국 커피의 중심지이다.강릉에서 매년 가을, 향긋한 커피향과 함께하는 강릉커피축제를 개최하고 있다.아름다운 강릉에서 바다를 바라보며 커피 한 잔의 여유를 즐길 수 있다.",033-647-6802,문화,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1727315044562.jpg
부천국제애니메이션페스티벌(BIAF),경기도 부천시,2024. 10. 25. ~ 10. 29. | 09:30~20:00,"부천국제애니메이션페스티벌(BIAF)은 1999년도부터 매년 경기도 부천시에서 열리는 아시아에서 가장 큰 규모의 국제 애니메이션 영화제이다.
2017년 12월 대한민국 최초 아카데미 공식지정 국제 애니메이션 영화제로서 애니메이션 장르의 매력을 전파하고 애니메이션의 예술과 산업의 중심 역할을 하고 있다. 

올해 26회를 맞이한 BIAF에서는 한국 장편 애니메이션 개막작 <연의 편지>를 시작으로 국내에서는 볼수 없었던 총 34개국 122편의 애니메이션을 상영할 예정이며 애니메이션콘텐츠마켓, 학술포럼, 전시·부대행사, 체험공간 등 다채로운 애니메이션 관련 행사가 함께 진행될 예정이다.",032-325-2061,문화,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1697070674425.jpg
구팔일 선셋 레이스,제주도 제주시,2024. 7. 20. ~ 10. 31. | 09:00~18:00,"여름 시즌에만 경험 가능한 선셋 레이스 즐기고, 여름 한정 디저트 초당 옥수수 오나츠와 망고 오나츠 를 맛볼 수 있다. 브로콜리지에서 청귤 가득 들어가 시원 상큼한 청규르 메밀국수와 여름 느낌 물씬 나는 새싹 채소 가득 들어간 동백기름 메밀국수, 한정판 흑돼지 400 돈가스까지 준비되어 있다. 제주 노을 보면서 레이스 즐기고, 여름 메뉴까지 맛 볼 수 있다.",1833-9810,먹거리,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1723076113047.png
홍성남당항 대하축제,충청남도 홍성군,2024. 8. 30. ~ 10. 31. | 9:00~24:00,"서해안 가을 대표 먹거리 ‘대하’는 전국 어느 곳에 누구에게 물어봐도 ‘대하’하면 홍성 남당리를 떠올린다. 그 이유는 한 번이라도 홍성 남당리를 찾아 대하의 맛을 본 사람이라면 그 담백한 맛과 구수한 향을 잊지 못해서 일 것이다. 
꽃게, 새조개, 주꾸미 등의 어종이 풍부한 남당항은 천수만에 위치한 청정 어항으로, 9월 초순에서 10월 중순에는 대하를 찾아 전국에서 모여든 미식가들의 발길이 끊이지 않는 우리나라 최대의 대하축제가 열리는 곳이다. 남당리 대하축제는 매년 9~10월경에 열리고, 축제 기간 남당항을 방문하면 맨손대하잡이 체험과 아름다운 낙조를 만나볼 수 있다.",041-634-0104,꽃,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1723770764902.jpg
수라간 시식공감,서울시 종로구,2024. 10. 23. ~ 10. 31. | 18:00~21:00,"수라간 시식공감은 궁중 문화를 보고 먹고 즐기고 감동한다는 視 시각, 食 음식, 公 공연, 感 감동을 주제로 궁중음식문화를 직접 체험해 보는 전통문화 복합체험 프로그램이다.",1522-2295,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1727831172647.png
경복궁 생과방,서울시 종로구,2024. 9. 4. ~ 10. 31. | 10:00~16:40,"경복궁 소주방 전각에 위치한 생과방은 궁중의 육 처소(六處所) 가운데 하나이며, 국왕과 왕비의 후식과 별식을 준비하던 곳으로 생물방이라고도 불렸다. 경복궁 생과방 프로그램은 조선왕조실록의 내용을 토대로 실제 임금이 먹었던 궁중병과와 궁중 약차를 오늘날에도 즐길 수 있도록 구성된 유료 체험 프로그램이다.",1522-2295,문화,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1722905018015.jpg
별바다부산 나이트페스타,부산시 영도구,2024. 7. 1. ~ 10. 31.,"한국관광공사와 부산광역시, 부산관광공사가 함께 ""2024 별바다부산 나이트페스타""를 개최한다. ""별바다부산 나이트페스타""는 2022년 영도구, 2023년 사하구 등에서 개최되어 부산의 밤을 즐길 수 있는 다채로운 야간관광 프로그램을 선보여 뜨거운 반응을 얻은 바 있으며, 올해는 더욱 다양한 프로그램으로 부산을 찾은 관광객들을 반길 예정이다.","051-626-8817 (나이트 뮤직캠크닉 운영사무국) 
051-626-8816 (나이트 미션투어 운영사무국) 
051-711-1789 (나이트 리버 디너크루즈 운영사무국) 
051-717-2643 (나이트 팝업 / 플리마켓 운영사무국)",불꽃놀이,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1721867307126.jpg
광진 생활문화예술축제,서울시 광진구,2024. 11. 1. ~ 11. 2. | 13:00~20:00,"""광진 생활문화예술축제""는 지역 예술인들이 함께 모여 소통하고 교류하여 만들어가는 축제이다. 생활 속에서 예술을 즐길 수 있는 다양한 프로그램(공연, 전시, 체험부스 등)을 준비중이다. 구민들이 쉽게 참여할 수 있는 문화예술 활동을 통해 생활문화의 기반을 다지는 기회가 될 것이다.",02-450-7573,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728003110444.jpg
예산황토사과축제,충청남도 예산군,2024. 11. 1. ~ 11. 2. | 10:00~21:00,"예산 황토사과 101년, 제21회 예산 황토사과축제에서는 그동안의 역사와 전통을 바탕으로 새롭게 시작하는 예산 황토사과의 100년을 기념하며 다양한 프로그램과 부대행사 등으로 예산 황토사과를 홍보하는 즐거운 축제로 여러분을 초대하고자 합니다.",041-332-3506,먹거리,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1727831336054.jpg
군산짬뽕페스티벌,전라북도 군산시,2024. 11. 1. ~ 11. 2. | 11:00~21:00,"70년 짬뽕 역사의 도시, 군산에서 11월 1일부터 2일까지, 2일간 짬뽕 페스티벌이 개최된다. 쌀쌀한 늦가을철 얼큰, 화끈, 개운한 국물 베이스인 해물 가득한 짬뽕, 고기짬뽕, 삼선짬뽕 등 다양한 짬뽕을 축제장에서 선보인다. 군산 전역의 짬뽕집 투어 이벤트와 일본 짬뽕, 태국 짬뽕 등 세계 이색 짬뽕도 맛볼 수 있다.",063-454-3413,문화,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1727831254084.jpg
중앙동 한바퀴,전라북도 익산시,2024. 10. 5. ~ 11. 2.,"중앙동 한바퀴는 참가자가 익산 중앙동 일대를 누비며 중앙동 일대가 커다란 놀이 공간으로 인식될 수 있도록 오프라인으로 진행되는 RPG 프로그램이다. 지역 상권과 협력하여 다양한 미션을 수행하는 방식으로, 참가자들은 현실 세계에서 게임 속 캐릭터처럼 활동하게 된다. QR 코드 활용해 실시간으로 미션을 해결하며 중앙동 곳곳을 탐험하고, 지역 상인들과 상호작용하면서 새로운 경험을 할 수 있다. 이 프로그램은 익산시의 여러 장소와 전통시장을 탐험하며 지역 문화를 체험하는 기회를 제공한다. 또한, 참가자들은 계절별 축제와 연계된 특별한 이벤트를 경험하며, 익산의 역사와 전통을 생동감 있게 느낄 수 있다.",053-253-0515,문화,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1726797126270.jpg
밤의 석조전,서울시 중구,2024. 9. 24. ~ 11. 2. | 18:15~21:00,"<밤의 석조전>은 전문 해설사와 함께하는 석조전 야간 탐방과 클래식 연주를 들으며 고종이 사랑했던 가배차(커피)와 디저트를 즐기는 테라스 카페 체험, 고종 황제의 이야기를 담은 고종, 대한의 꿈 뮤지컬 공연 관람으로 구성되어 있는 덕수궁 야간 관람 프로그램이다. 2021년 시범 사업을 시작으로 높은 만족도와 호응에 힘입어 2022년 정식 개최되었으며, 2023년부터 반기별로 운영되고 있다. 궁인의 안내에 따라 대한제국 황실의 이야기를 품은 덕수궁 석조전으로 시간 여행을 떠나는 특별한 경험을 선사한다.",1522-2295 (궁능 활용 프로그램 전화 상담실),불꽃놀이,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1714363503941.jpg
영덕펀박스레이스,경상북도 영덕군,2024. 11. 2. ~ 11. 3. | 10:00~21:00,"영덕펀박스레이스는 폐자재를 활용한 자동차로 언덕을 내려오는 ?무동력 자동차 경주대회입니다. 대회 참가팀은 직접 자동차를 제작하고 영덕펀박스레이스에 참가한다. 대회에서는 각 팀의 인터뷰와 퍼포먼스 그리고 다운힐 레이스가 펼쳐진다. 
?영덕펀박스레이스는 2023년 국내 최초로 영덕에서 대회가 진행되어 총 12팀이 참가하였다.
?첫번째 우승은 포항의 학생들로 구성된 농부들팀이 수상하였으며,
영덕에서 출전한 가족팀 하하네와 뚝딱이네가 각각 2위와 3위를 차지하였다.
올해는 현장 대형 전광판 영상 중계, 인터넷 생중계, 현장 체험 프로그램, 푸드트럭 등
펀박스레이스를 즐기는 방법이 더 확충될 예정이다.",054-730-5830,가족,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728521622171.jpg
퍼스트가든 국화축제,경기도 파주시,"2024. 10. 1. ~ 11. 3. | 10:00 ~ 22:00(입장마감 21:00), 연중무휴","파주에 위치한 퍼스트가든에서 2024년 가을을 맞이해 10월 1일부터 11월 2일까지, 국화축제를 개최한다.
2만평의 부지에 그리스 아테네 신전을 모티브로 한 23개 유럽풍 테마정원 전체를 가로지르는 꽃수로길과 토스카나길을 국화로 장식해 가을 분위기를 즐길 수 있다. 
특히 일몰시간에는 낙조와 함께 별빛이 흐르는 정원을 테마로 1,200만개의 조명이 국화와 어우러져 신비로운 야경을 감상할 수 있어 낮과는 전혀 다른 화려한 풍경을 만나볼 수 있다.
또한, 메인 정원인 자수화단을 한눈에 조망할 수 있는 대형 베이커리 카페와 레스토랑 등 다양한 먹거리를 비롯해 동물 먹이주기 체험, 공포체험 등 다양한 체험 시설을 함께 운영하고 있어 하루 종일 다양한 컨텐츠를 즐길 수 있다.
퍼스트가든은 BTS 지민의 GQ 화보를 비롯해 드라마 굿파트너, 미씽, 구미호뎐, 유미의 세포들 등 K-콘텐츠 촬영지의 중심으로서 수많은 셀럽들의 사진 명소와 다양한 드라마, CF, 뮤직비디오 촬영지로도 유명해 가을꽃들과 함께 드라마 속 주인공이 되어볼 수 있다.파주에 위치한 퍼스트가든에서 2024년 가을을 맞이해 10월 1일부터 11월 2일까지, 국화축제를 개최한다.
2만평의 부지에 그리스 아테네 신전을 모티브로 한 23개 유럽풍 테마정원 전체를 가로지르는 꽃수로길과 토스카나길을 국화로 장식해 가을 분위기를 즐길 수 있다. 
특히 일몰시간에는 낙조와 함께 별빛이 흐르는 정원을 테마로 1,200만개의 조명이 국화와 어우러져 신비로운 야경을 감상할 수 있어 낮과는 전혀 다른 화려한 풍경을 만나볼 수 있다.
또한, 메인 정원인 자수화단을 한눈에 조망할 수 있는 대형 베이커리 카페와 레스토랑 등 다양한 먹거리를 비롯해 동물 먹이주기 체험, 공포체험 등 다양한 체험 시설을 함께 운영하고 있어 하루 종일 다양한 컨텐츠를 즐길 수 있다.
퍼스트가든은 BTS 지민의 GQ 화보를 비롯해 드라마 굿파트너, 미씽, 구미호뎐, 유미의 세포들 등 K-콘텐츠 촬영지의 중심으로서 수많은 셀럽들의 사진 명소와 다양한 드라마, CF, 뮤직비디오 촬영지로도 유명해 가을꽃들과 함께 드라마 속 주인공이 되어볼 수 있다.",031-957-6861,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728351959286.jpg
화순 고인돌 가을꽃 축제,전라남도 화순군,2024. 10. 18. ~ 11. 3. | 09:00~18:00,"매년 10월 가을꽃의 개화시기에 맞춰 유네스코 세계문화유산에 등재된 고인돌 유적지에서 개최되는 축제이다. 역사적 의미가 깊은 고인돌 유적지에서 코스모스, 국화, 해바라기 등 가을꽃의 청취를 느낄 수 있는 힐링 축제이다. 2024 화순 고인돌 가을꽃 축제는 10월, 낭만 화순을 주제로 10월 18일부터 11월 3일까지 17일간 개최된다. 풍성한 해바라기밭에서 즐기는 화순미림(美林) 야외카페, 가을 날씨 속에서 책과 함께할 수 있는 고인돌 책방 등 쉼과 여유를 느낄 수 있는 프로그램, 공연, 체험, 전시행사가 펼쳐진다. 올해는 다회용기 사용을 통한 친환경 축제, 가을꽃 축제에서만 만날 수 있는 각종 디저트 판매 등 새로운 모습으로 관광객을 맞이할 계획이다.",061-379-3575~7,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728351730382.png
영덕생활문화축제,경상북도 영덕군,2024. 10. 26. ~ 11. 3.,"영덕군민들이 만들어가는 장엄한 퍼레이드 퍼포먼스와 다양한 장르의 생활문화 공연이 펼쳐진다. 그리고 전국 청소년들이 모여 끼와 재능을 펼치는 댄스 경연 대회까지 준비되어 있다. 동기간 개최되는 영덕 업사이클링 아트 페스타, 영덕 펀박스 레이스와 연계하여 즐겁고 다양한 이벤트들이 많이 준비되어 있다.",054-730-5830,가족,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728266295275.jpg
마산가고파국화축제,경상남도 창원시,2024. 10. 26. ~ 11. 3. | 09:00~22:00,"제24회 마산가고파국화축제가 2024.10.26.~11.3. 9일간 3·15해양누리공원 및 합포수변공원 일원에서 개최된다. 창원(옛 마산)은 우리나라 최초로 국화 상업 재배를 시작해 온화한 기후와 뛰어난 기술력으로 전국 최고 품질의 국화를 생산한다. 2000년부터 이어온 마산국화축제는 푸른 마산 앞바다를 배경으로 화려한 국화 작품을 맘껏 누릴 수 있는 전국 최대 규모 가을꽃 축제로, 매년 개화 기록을 경신하는 다륜대작 ‘천향여심’은 기네스북에도 오른 놓칠 수 없는 축제의 상징이다. 

밤바다를 수놓는 불꽃쇼와 드론라이트쇼, 문화예술공연, 국화 인디 뮤직페스타, 치어리딩 공연, 군악대 퍼레이드 등 다채로운 즐길 거리가 기다리고 있으며, 국화체험활동도 운영된다. 창원 대표 음식거리인 마산어시장 아구찜거리와 장어구이거리에서 식도락까지 함께 즐길 수 있다.",055-225-2341,꽃,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728004800336.jpg
영주장날 농특산물대축제,경상북도 영주시,2024. 11. 1. ~ 11. 3. | 10:00~19:00,"영주 사과축제가 새로운 모습으로 돌아온다. 전국 최고의 일조량과 소백산의 깊은 맛을 품은 영주 농특산물, 맛의 끝장, 그 깊은 세계로 모두를 초대한다. 시원한 가을 바람과 소백산의 정기를 머금은 영주 농특산물을 한아름 안아 갈 수 있는 특별한 기회이다. 영주장날 농특산물 축제에서 건강한 농특산물을 맛보며 스트레스를 한방에 해소할만한 맛의 극치를 느껴볼 수 있다.",054-630-8706~8,먹거리,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1727832361707.jpg
홍성글로벌바비큐페스티벌,충청남도 홍성군,2024. 11. 1. ~ 11. 3. | 10:00~22:00,"예부터 홍성은 한우, 한돈, 닭을 많이 키워 전국에서 제일가는 축산도시이다.  축제 기간 홍성군의 다양한 축산물을 저렴하게 맛보고 구매할 수 있고,  바베큐라는 재미도 함께 즐길 수 있는 축제이다. 바베큐를 통한 다양한 먹거리도 즐기고  바베큐를 직접 체험할 수 있는 알찬 바베큐 축제이다. 

 홍성의 우수한 품질의 한우, 한돈과 다양한 특산물을 즐길 수 있다.",041-634-8706,먹거리,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1727831872294.png
전남 세계 김밥 페스티벌,서울시 영등포구,2024. 11. 1. ~ 11. 3. | 10:30~20:00,"2024 전남 세계 김밥 페스티벌은 전남 김의 우수성을 세계적으로 알리고, 전남지역의 수산물 등을 활용하여 세계인들도 즐길 수 있는 다양한 김밥을 표현, 전남 깁밥과 전남 수산물을 알리는 축제이다.올해 1회째를 맞이하는 이번 축제는 전남의 22개 도시군의 특산물을 활용한 특화 김밥을 맛볼 수 있으며, 김밥 경연대회, 라이브 경매쇼,라이브 토크쇼 등 다양한 무대 프로그램과 김 뜨기, 김 시식, 아트 김밥 만들기 등 다양한 체험 프로그램으로 관광객들의 이목을 끌 예정이다.",061-333-8761,먹거리,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1727831419703.jpg
천리포수목원 가을축제,충청남도 태안군,2024. 10. 19. ~ 11. 3. | 09:00~18:00,"천리포수목원에서 계절의 정취를 담은 2024 천리포수목원 가을축제가 개최된다. 
축제는 오는 10월 19일부터 11월 3일까지 16일간 진행되며, 그 중 10월 19일부터 20일까지 양일간은 북페어 2024 천리포수목원 책바슴을 개최한다.
수목원에서 열리는 북페어는 국내 최초로, 이 기간 정세랑 작가와 함께하는 북토크 등 다양한 프로그램이 마련돼 기대감을 높인다.  ‘바슴’은 충남 사투리로 ‘추수’를 뜻하며, ‘책바슴’은 가을걷이 시기에 곡식도 수확하고 좋은 책도 수확하자는 의미를 담았다. 북페어에는 전국 각지의 1인 출판사, 제작자, 작가 등 50여팀이 참가해 평소 쉽게 만나볼 수 없는 독특한 책과 굿즈를 선보일 예정이다. 
작가와의 만남 등 다채로운 프로그램도 준비됐다. 소설 <보건교사 안은영>, <시선으로부터> 등으로 국내외 대형 팬덤을 보유한 정세랑 작가는 19일 ‘좋아하는 것을 더 좋아할 수 있도록’이라는 주제로 북토크를 개최한다. 48만 구독자를 보유한 탐조 유튜버 ‘새덕후’, 생태 사진 작가이자 ‘버섯덕후’인 박상영 작가도 수목원을 찾아 관객과 만난다. 20일에는 2024 초등학생 추천도서 <독도 바닷속으로 와 볼래?>의 안미란 동화 작가가 북토크를 진행한다.
문화 공연 및 야외 영화 상영회도 준비됐다. 20일 음악 <Think About’ Chu>로 유명한 뮤지션 ‘김반장과 생기복덕’이 가을의 수목원을 배경으로 음악 공연을 펼친다. 19일 저녁에는 서해 너머로 노을이 지는 시간에 맞춰 야생동물 보호 시설의 이야기를 다룬 다큐멘터리 <생츄어리>, 나무에 대한 애니메이션 <나무 사이로 계절이 지나가>,  출판사 편집자의 애환을 다룬 영화 <더 납작 엎드릴게요>를 차례로 상영한다.
북페어에서만 만나볼 수 있는 굿즈 패키지의 사전 온라인 예약도 시작됐다. 패키지에는 북페어 기간 천리포수목원을 자유롭게 드나들 수 있는 패스권과 책바슴 기간에만 선보이는 공룡 캐릭터 찰리푸스모건 키링 등 다양한 상품이 포함됐다. 굿즈 패키지는 사전 예약으로 정가에서 10% 할인된 가격으로 구매할 수 있으며, 네이버 예약 사이트에서 확인할 수 있다",041-672-9982,가족,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1727659037250.jpg
웰컴대학로 페스티벌,서울시 종로구,2024. 10. 5. ~ 11. 3.,"웰컴대학로는 한국 공연예술의 메카, 대학로를 중심으로 펼쳐지는 대한민국 대표 공연관광 페스티벌이다. 2017년부터 매년 가을 국내외 관광객에게 다양한 장르의 공연과 흥미진진한 프로그램을 제공한다. 다채로운 K-퍼포먼스를 만나볼 수 있다.",02-743-5220,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1727056725177.jpg
할로윈 페스티벌 호박마녀의 초대,대구시 달성군,"2024. 9. 28. ~ 11. 3. | 주중:10:00-18:00, 주말:10:00~21:00","네이처파크는 가을을 맞이 하여 [할로윈 페스티벌-호박마녀의초대] 할로윈 컨셉으로 할로윈 포토존에서 인생샷과 사랑스러운 동물과의 만남,다양한 공연과 이벤트가 펼쳐진다.


네이처파크 [할로윈 페스티벌]축제 기간동안 호러빌리지 존 안에서 미니 게임을 진행한다. 금화를 걸고 게임을 하여 금화 개수에 따른 다양한 상품을 받을수 있다. 재미삼아 아이들과 또는 연인과함께 여러가지 미니게임을 할 수있는 재미있는 프로그램이다.


축제기간 중에 푸짐한 상품이 기다리는<할로윈 코스튬 컨테스>, 다 함께 즐길 수 있는<할로윈 페스티벌 주말 현장 공연>도 진행 한다. 또한 특별동물탐험대 프로그램을 운영중에 있어 사육사와 함께 설명도 듣고 동물들과 좀 더 가까운 교감을 할수 있는 특별한 프로그램있다.",1688-8511,가족,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1726797502280.jpg
